"PLAYER","BASE.SALARY","SIGN.BONUS","ALL.BONUSES","CAP.VALUE","SALARY","POSITION","TEAM","YEAR"
"Lee, ReShard",850000,,,854800,854800,"Running Back","raiders","2007"
"Fargas, Justin",8e+05,7e+05,,944800,804800,"Running Back","raiders","2007"
"Green, Cornell",720000,,,478360,763360,"Outside Linebacker","raiders","2007"
"Bush, Michael",285000,499900,,376445,751370,"Running Back","raiders","2007"
"Bowie, John",285000,465000,,401250,750000,"Cornerback","raiders","2007"
"Williams, Mike (WR)",6e+05,1e+06,,600480,600480,"Wide Receiver","raiders","2007"
"Warren, Gerard",595000,,,595000,595000,"Defensive Tackle","raiders","2007"
"Washington, Fabian",548375,1057000,,1644530,551255,"Cornerback","raiders","2007"
"Williams, Sam",545000,727000,,696160,550760,"Defensive End","raiders","2007"
"Grove, Jake",510000,1839990,,822425,515760,"Outside Linebacker","raiders","2007"
"Richardson, Jay",285000,194000,,333500,479000,"Defensive End","raiders","2007"
"Carr, Chris",435000,5000,,442428,440760,"Cornerback","raiders","2007"
"Ekejiuba, Isaiah",435000,,,440760,440760,"Linebacker","raiders","2007"
"Morrison, Kirk",435000,888000,,618360,440760,"Linebacker","raiders","2007"
"Clemons, Chris",435000,,,440280,440280,"Linebacker","raiders","2007"
"Johnson, Chris",435000,,,439800,439800,"Cornerback","raiders","2007"
"Walter, Andrew",435000,985000,,686800,439800,"Quarterback","raiders","2007"
"Routt, Stanford",435000,1002000,,918090,436440,"Cornerback","raiders","2007"
"Cooper, Jarrod",,,,,420000,"Safety","raiders","2007"
"O'Neal, Oren",285000,116000,,314000,401000,"Running Back","raiders","2007"
"Brown, Ricky",360000,,,365760,365760,"Linebacker","raiders","2007"
"Condo, Jon",360000,,,365760,365760,"Linebacker","raiders","2007"
"Madsen, John",360000,5000,,368260,365760,"Wide Receiver","raiders","2007"
"McQuistan, Paul",360000,795000,,564510,365760,"Outside Linebacker","raiders","2007"
"Morris, Chris",360000,,,365760,365760,"Outside Linebacker","raiders","2007"
"Alston, Jon",,,,,317647,"Linebacker","raiders","2007"
"Eugene, Hiram",285000,,,290760,290760,"Cornerback","raiders","2007"
"Holland, Jonathan",285000,25000,,198333,215000,"Wide Receiver","raiders","2007"
"Russell, JaMarcus",370000,,,4851025,16872400,"Quarterback","raiders","2008"
"Kelly, Tommy",625000,1.3e+07,,2795146,13978480,"Defensive Tackle","raiders","2008"
"Walker, Javon",1e+06,1.1e+07,,2834293,12000960,"Wide Receiver","raiders","2008"
"Asomugha, Nnamdi",9765000,,,9765000,9765000,"Cornerback","raiders","2008"
"Wilson, Gibril",605000,8400000,,2005480,9005480,"Safety","raiders","2008"
"Hall, DeAngelo",1e+06,7e+06,,2167746,8001080,"Cornerback","raiders","2008"
"Fargas, Justin",605000,5395000,,2407293,6103960,"Running Back","raiders","2008"
"Gallery, Robert",605000,4620000,,3616588,5779920,"Outside Linebacker","raiders","2008"
"Miller, Zach",370000,965000,,3139130,5544880,"Tight End","raiders","2008"
"Warren, Gerard",4e+06,,,5e+06,5e+06,"Defensive Tackle","raiders","2008"
"Curry, Ronald",2e+06,3e+06,,5102520,4502520,"Wide Receiver","raiders","2008"
"McFadden, Darren",295000,,,2625000,4375000,"Running Back","raiders","2008"
"Burgess, Derrick",2e+06,5e+06,,4500000,3500000,"Defensive End","raiders","2008"
"Sands, Terdell",1200000,,,3600000,3200000,"Defensive Tackle","raiders","2008"
"Huff, Michael",445000,,,2585480,3145480,"Safety","raiders","2008"
"Harris, Kwame",605000,2395000,,1408733,3005400,"Outside Linebacker","raiders","2008"
"Janikowski, Sebastian",1200000,,,3010000,2625000,"Punter/Kicker","raiders","2008"
"Wade, John",1300000,2e+05,,1404440,2504440,"Outside Linebacker","raiders","2008"
"Carlisle, Cooper",1900000,,,2405880,2230880,"Outside Linebacker","raiders","2008"
"Morrison, Kirk",1710000,888000,,1893000,2115400,"Linebacker","raiders","2008"
"Carter, Drew",1800000,2e+05,,2005400,2005400,"Wide Receiver","raiders","2008"
"Green, Cornell",730000,420000,,1243960,1653960,"Outside Linebacker","raiders","2008"
"Lechler, Shane",1e+06,,,1882858,1500000,"Punter/Kicker","raiders","2008"
"Griffith, Justin",1100000,1e+06,,1438733,1405400,"Running Back","raiders","2008"
"Stewart, Tony",9e+05,5e+05,,1154440,1404440,"Tight End","raiders","2008"
"Wakefield, Fred",1350000,2e+05,,1500000,1400000,"Outside Linebacker","raiders","2008"
"Walter, Andrew",960000,985000,,1158560,1361560,"Quarterback","raiders","2008"
"Grove, Jake",995000,1839990,,1307065,1100400,"Outside Linebacker","raiders","2008"
"Baker, Rashad",605000,90000,,656720,1006720,"Safety","raiders","2008"
"Edwards, Kalimba",605000,395000,,1305020,1002520,"Defensive End","raiders","2008"
"Ekejiuba, Isaiah",927000,,,932880,932880,"Linebacker","raiders","2008"
"Williams, Sam",7e+05,250000,,875000,850000,"Linebacker","raiders","2008"
"Branch, Tyvon",295000,515825,,423956,810825,"Cornerback","raiders","2008"
"Tuiasosopo, Marques",730000,,,446200,731200,"Quarterback","raiders","2008"
"Shields, Arman",295000,427000,,306750,722000,"Wide Receiver","raiders","2008"
"Lelie, Ashley",605000,,,485000,645000,"Wide Receiver","raiders","2008"
"Troupe, Ben",605000,,,533823,645000,"Tight End","raiders","2008"
"Routt, Stanford",520000,1002000,,1001650,635000,"Cornerback","raiders","2008"
"Wand, Seth",605000,,,418823,605000,"Outside Linebacker","raiders","2008"
"Marten, James",370000,650000,,348235,561240,"Outside Linebacker","raiders","2008"
"Johnson, Chris",520000,,,524920,524920,"Cornerback","raiders","2008"
"Howard, Thomas",445000,,,998360,498360,"Linebacker","raiders","2008"
"Brown, Ricky",445000,,,450880,450880,"Linebacker","raiders","2008"
"Condo, Jon",445000,,,450880,450880,"Linebacker","raiders","2008"
"McQuistan, Paul",445000,795000,,649630,450880,"Outside Linebacker","raiders","2008"
"Morris, Chris",445000,,,450880,450880,"Outside Linebacker","raiders","2008"
"Alston, Jon",445000,,,449920,449920,"Linebacker","raiders","2008"
"Lawton, Luke",445000,,,445000,445000,"Running Back","raiders","2008"
"Madsen, John",445000,,,314117,445000,"Wide Receiver","raiders","2008"
"Scott, Trevor",295000,115000,,323750,410000,"Defensive End","raiders","2008"
"Henderson, Mario",370000,634000,,534380,375880,"Outside Linebacker","raiders","2008"
"Higgins, Johnnie Lee",370000,580000,,520880,375880,"Wide Receiver","raiders","2008"
"O'Neal, Oren",370000,116000,,249880,375880,"Running Back","raiders","2008"
"Wilson, Mark",370000,,,220880,375880,"Outside Linebacker","raiders","2008"
"Bowie, John",370000,465000,,336650,375400,"Cornerback","raiders","2008"
"Eugene, Hiram",370000,,,375400,375400,"Cornerback","raiders","2008"
"Richardson, Jay",370000,194000,,423900,375400,"Defensive End","raiders","2008"
"Schilens, Chaz",295000,51346,,307836,346346,"Wide Receiver","raiders","2008"
"Bush, Michael",295000,499900,,425855,300880,"Running Back","raiders","2008"
"Watkins, Todd",295000,,,300880,300880,"Wide Receiver","raiders","2008"
"Asomugha, Nnamdi",4500000,7500000,,6001560,12001560,"Cornerback","raiders","2009"
"Russell, JaMarcus",7805880,3442800,,13618215,11255440,"Quarterback","raiders","2009"
"Kelly, Tommy",2500000,3538000,,6337826,7001560,"Defensive Tackle","raiders","2009"
"Lechler, Shane",2e+06,4400000,,3101560,6401560,"Punter/Kicker","raiders","2009"
"Warren, Gerard",745000,4635000,,2422000,6130000,"Defensive Tackle","raiders","2009"
"Johnson, Chris",2e+06,4e+06,,3006760,6006760,"Cornerback","raiders","2009"
"Gallery, Robert",1315000,4677500,,5263928,5999260,"Outside Linebacker","raiders","2009"
"McFadden, Darren",385000,,,4664760,5391760,"Running Back","raiders","2009"
"Seymour, Richard",3685000,,,3685000,3787860,"Defensive End","raiders","2009"
"Carlisle, Cooper",2e+06,1500000,,2306760,3506760,"Outside Linebacker","raiders","2009"
"Fargas, Justin",850000,2650000,,3185093,3506760,"Running Back","raiders","2009"
"Ellis, Greg",2e+06,1e+06,,2499999,3e+06,"Linebacker","raiders","2009"
"Ekejiuba, Isaiah",1200000,1250000,,1623426,2456760,"Linebacker","raiders","2009"
"Heyward-Bey, Darrius",1920000,,,2420000,2420000,"Wide Receiver","raiders","2009"
"Morrison, Kirk",2295000,,,2479360,2301760,"Linebacker","raiders","2009"
"Green, Cornell",1800000,,,3016760,2006760,"Outside Linebacker","raiders","2009"
"Walker, Javon",2e+06,,,3835933,2002600,"Wide Receiver","raiders","2009"
"Janikowski, Sebastian",1500000,,,2636560,2001560,"Punter/Kicker","raiders","2009"
"Mitchell, Mike",310000,1600000,,710000,1910000,"Safety","raiders","2009"
"Brown, Ricky",1545000,,,1551760,1551760,"Linebacker","raiders","2009"
"Pears, Erik",1e+06,345000,,1276760,1506760,"Outside Linebacker","raiders","2009"
"Barnes, Khalif",1e+06,,,1200000,1200000,"Outside Linebacker","raiders","2009"
"Shaughnessy, Matt",310000,852250,,523062,1162250,"Defensive End","raiders","2009"
"Alston, Jon",1010000,,,1016760,1016760,"Linebacker","raiders","2009"
"Stewart, Tony",9e+05,,,1e+06,1e+06,"Tight End","raiders","2009"
"Huff, Michael",945000,,,3091760,951760,"Safety","raiders","2009"
"Walker, Langston",9e+05,,,339706,9e+05,"Outside Linebacker","raiders","2009"
"Murphy, Louis",310000,450000,,422500,760000,"Wide Receiver","raiders","2009"
"Joseph, William",620000,,,470000,630000,"Defensive Tackle","raiders","2009"
"Williams, Sam",620000,,,465200,625200,"Linebacker","raiders","2009"
"Routt, Stanford",620000,,,1103210,621560,"Cornerback","raiders","2009"
"Frye, Charlie",620000,,,460000,620000,"Quarterback","raiders","2009"
"Condo, Jon",535000,,,541760,541760,"Linebacker","raiders","2009"
"Gradkowski, Bruce",535000,,,541760,541760,"Quarterback","raiders","2009"
"Howard, Thomas",535000,,,1091760,541760,"Linebacker","raiders","2009"
"Lawton, Luke",535000,,,541760,541760,"Running Back","raiders","2009"
"Morris, Chris",535000,,,541760,541760,"Outside Linebacker","raiders","2009"
"Bush, Michael",460000,,,591735,466760,"Running Back","raiders","2009"
"Eugene, Hiram",460000,,,466760,466760,"Cornerback","raiders","2009"
"Henderson, Mario",460000,,,625260,466760,"Outside Linebacker","raiders","2009"
"Higgins, Johnnie Lee",460000,,,611760,466760,"Wide Receiver","raiders","2009"
"Miller, Zach",460000,,,708010,466760,"Tight End","raiders","2009"
"O'Neal, Oren",460000,,,495760,466760,"Running Back","raiders","2009"
"Richardson, Jay",460000,,,515260,466760,"Defensive End","raiders","2009"
"Satele, Samson",460000,,,465720,465720,"Outside Linebacker","raiders","2009"
"Russell, Gary",460000,,,462600,462600,"Running Back","raiders","2009"
"Myers, Brandon",310000,91000,,332750,401000,"Tight End","raiders","2009"
"Branch, Tyvon",385000,,,520716,391760,"Cornerback","raiders","2009"
"Schilens, Chaz",385000,,,404596,391760,"Wide Receiver","raiders","2009"
"Scott, Trevor",385000,,,420510,391760,"Defensive End","raiders","2009"
"Watkins, Todd",385000,,,391760,391760,"Wide Receiver","raiders","2009"
"Holland, Jonathan",385000,,,339706,385000,"Wide Receiver","raiders","2009"
"Bryant, Desmond",310000,10000,,315000,320000,"Defensive Tackle","raiders","2009"
"Miller, Nick",310000,5000,,312500,315000,"Wide Receiver","raiders","2009"
"Smith, Rod",650000,1.1e+07,,3210468,11664040,"Wide Receiver","broncos","2002"
"Lelie, Ashley",5e+05,3300000,,1050000,3800000,"Wide Receiver","broncos","2002"
"Dalton, Lional",525000,3003000,,958230,3532230,"Defensive Tackle","broncos","2002"
"McCaffrey, Ed",3150000,,,3795977,3153600,"Wide Receiver","broncos","2002"
"Neil, Dan",1455000,,,3928780,3108780,"Outside Linebacker","broncos","2002"
"Nalen, Tom",656000,2044000,,1602680,2704680,"Outside Linebacker","broncos","2002"
"McGlockton, Chester",1800000,,,2755040,2005040,"Defensive Tackle","broncos","2002"
"Mobley, John",1200000,,,3055040,1805040,"Linebacker","broncos","2002"
"Griese, Brian",525000,1075000,,2845040,1605040,"Quarterback","broncos","2002"
"Sharpe, Shannon",750000,8e+05,,864285,1550000,"Tight End","broncos","2002"
"Portis, Clinton",225000,1290000,,547500,1515000,"Running Back","broncos","2002"
"Walker, Denard",1300000,,,2171706,1505040,"Cornerback","broncos","2002"
"Elam, Jason",1465402,,,1465402,1465402,"Punter/Kicker","broncos","2002"
"Brockermeyer, Blake",650000,7e+05,,750000,1350000,"Outside Linebacker","broncos","2002"
"Salaam, Ephraim",525000,7e+05,,628510,1228510,"Outside Linebacker","broncos","2002"
"Pryce, Trevor",8e+05,,,2871707,1105040,"Defensive End","broncos","2002"
"Beuerlein, Steve",1e+06,,,1229140,1104140,"Quarterback","broncos","2002"
"Carswell, Dwayne",9e+05,,,1260040,1060040,"Tight End","broncos","2002"
"Wilson, Al",450000,,,1267540,927540,"Linebacker","broncos","2002"
"Pittman, Kavika",7e+05,,,1255040,805040,"Defensive End","broncos","2002"
"Washington, Keith",750000,,,905040,805040,"Defensive End","broncos","2002"
"Anderson, Mike",675000,,,1047653,779320,"Running Back","broncos","2002"
"Spencer, Jimmy",750000,,,851350,751350,"Cornerback","broncos","2002"
"Lepsis, Matt",525000,,,1805040,705040,"Outside Linebacker","broncos","2002"
"O'Neal, Deltha",440000,,,1340833,690833,"Cornerback","broncos","2002"
"Burns, Keith",650000,,,754950,654950,"Linebacker","broncos","2002"
"Davis, Dorsett",225000,393500,,356166,618500,"Defensive Tackle","broncos","2002"
"Gary, Olandis",563000,,,567230,567230,"Running Back","broncos","2002"
"Hape, Patrick",525000,,,611540,561540,"Tight End","broncos","2002"
"Friedman, Lennie",450000,,,1056040,555040,"Outside Linebacker","broncos","2002"
"Reese, Izell",525000,10000,,479140,554140,"Safety","broncos","2002"
"Berry, Bertrand",525000,,,529230,529230,"Defensive End","broncos","2002"
"Poole, Tyrone",525000,,,525000,525000,"Cornerback","broncos","2002"
"Gold, Ian",375000,,,786414,511414,"Linebacker","broncos","2002"
"Brandon, Sam",225000,259000,,311333,484000,"Safety","broncos","2002"
"Middlebrooks, Willie",425000,,,1090040,480040,"Safety","broncos","2002"
"Reagor, Montae",450000,,,672450,474950,"Defensive Tackle","broncos","2002"
"Kennedy, Kenoy",430000,,,679746,429746,"Safety","broncos","2002"
"Carlisle, Cooper",375000,,,472040,380040,"Outside Linebacker","broncos","2002"
"Montgomery, Scottie",375000,,,380040,380040,"Wide Receiver","broncos","2002"
"Cole, Chris",375000,,,538890,379590,"Wide Receiver","broncos","2002"
"Jackson, Jarious",375000,,,391166,379500,"Quarterback","broncos","2002"
"Coleman, Ka Ron",375000,,,379230,379230,"Running Back","broncos","2002"
"Droughns, Reuben",3e+05,,,309450,309450,"Running Back","broncos","2002"
"Herndon, Steve",3e+05,,,555040,305040,"Outside Linebacker","broncos","2002"
"Hayward, Reggie",3e+05,,,444730,304230,"Defensive End","broncos","2002"
"Hamilton, Ben",3e+05,,,398666,3e+05,"Outside Linebacker","broncos","2002"
"Putzier, Jeb",225000,61000,,245333,286000,"Tight End","broncos","2002"
"Pope, Monsanto",225000,32000,,235666,257000,"Defensive Tackle","broncos","2002"
"Walls, Lenny",225000,20000,,231666,245000,"Cornerback","broncos","2002"
"Herndon, Kelly",225000,,,229500,229500,"Cornerback","broncos","2002"
"Spragan, Donnie",225000,,,226440,226440,"Linebacker","broncos","2002"
"Knorr, Micah",375000,,,198529,198529,"Punter/Kicker","broncos","2002"
"Leach, Mike",375000,,,176471,176471,"Tight End","broncos","2002"
"Haygood, Herb",225000,,,105882,105882,"Wide Receiver","broncos","2002"
"Johnson, Kyle",225000,5000,,42206,44706,"Running Back","broncos","2002"
"Davis, Terrell",650000,,,2462578,4860,"Running Back","broncos","2002"
"Plummer, Jake",530000,7e+06,,1540300,7540300,"Quarterback","broncos","2003"
"Pryce, Trevor",4300000,,,6566667,4800000,"Defensive End","broncos","2003"
"Lepsis, Matt",3400000,,,5e+06,3900000,"Outside Linebacker","broncos","2003"
"Foster, George",545000,3e+06,,1045000,3545000,"Outside Linebacker","broncos","2003"
"Elam, Jason",755000,2675000,2675000,1290000,3430000,"Punter/Kicker","broncos","2003"
"Nalen, Tom",655000,2145000,,2310000,3155500,"Outside Linebacker","broncos","2003"
"Mobley, John",2200000,,,4250000,3e+06,"Linebacker","broncos","2003"
"Neil, Dan",530000,2345000,,1690500,2880500,"Outside Linebacker","broncos","2003"
"McCaffrey, Ed",1750000,1e+06,,2728110,2752400,"Wide Receiver","broncos","2003"
"Pierce, Terry",225000,1320000,,555000,1545000,"Linebacker","broncos","2003"
"Lelie, Ashley",3e+05,1100000,,1266250,1500000,"Wide Receiver","broncos","2003"
"Anderson, Mike",1350000,,,1287153,1354800,"Running Back","broncos","2003"
"Beuerlein, Steve",1e+06,,,1252700,1127700,"Quarterback","broncos","2003"
"Wilson, Al",530000,,,1435000,1095000,"Linebacker","broncos","2003"
"Brockermeyer, Blake",655000,175000,,830000,830000,"Outside Linebacker","broncos","2003"
"Carswell, Dwayne",655000,,,980000,780000,"Tight End","broncos","2003"
"O'Neal, Deltha",520000,,,1420533,770533,"Wide Receiver","broncos","2003"
"Spencer, Jimmy",755000,,,454000,759000,"Cornerback","broncos","2003"
"McNeil, Ryan",755000,,,185294,755000,"Cornerback","broncos","2003"
"Sharpe, Shannon",755000,,,869285,755000,"Tight End","broncos","2003"
"Burns, Keith",655000,,,479700,684700,"Linebacker","broncos","2003"
"Smith, Rod",655000,,,3214328,667900,"Wide Receiver","broncos","2003"
"Holland, Darius",655000,,,655000,655000,"Defensive Tackle","broncos","2003"
"Turner, Scott",655000,,,291176,655000,"Cornerback","broncos","2003"
"Berry, Bertrand",625000,,,629900,629900,"Defensive End","broncos","2003"
"Droughns, Reuben",605000,,,610300,610300,"Running Back","broncos","2003"
"Cole, Chris",605000,,,609900,609900,"Wide Receiver","broncos","2003"
"Salaam, Ephraim",530000,,,7e+05,6e+05,"Outside Linebacker","broncos","2003"
"Gold, Ian",450000,,,872936,597936,"Linebacker","broncos","2003"
"Hape, Patrick",550000,,,626000,576000,"Tight End","broncos","2003"
"Griffin, Quentin",225000,317000,,330666,542000,"Running Back","broncos","2003"
"Kanell, Danny",530000,,,467647,530000,"Quarterback","broncos","2003"
"Kennedy, Kenoy",525000,,,780000,530000,"Safety","broncos","2003"
"Rutledge, Johnny",530000,,,185294,530000,"Linebacker","broncos","2003"
"Eason, Nick",225000,302500,,230833,527500,"Defensive Tackle","broncos","2003"
"Middlebrooks, Willie",450000,,,1110000,5e+05,"Cornerback","broncos","2003"
"McNeal, Bryant",225000,267500,,258284,492500,"Defensive End","broncos","2003"
"Leach, Mike",450000,,,455500,455500,"Tight End","broncos","2003"
"Carlisle, Cooper",450000,,,547400,455400,"Outside Linebacker","broncos","2003"
